Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Glen Waverley,46 Shepherd Rd,5,h,,SP,RW,7/10/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,2/25 Tobias Av,2,u,771000,S,Ray,7/10/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,1 Walter St,5,h,1296000,S,Fletchers,7/10/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,3 Winmalee Dr,3,h,1075000,S,Harcourts,7/10/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glenroy,109 Augustine Tce,3,h,612000,S,Stockdale,7/10/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,52 Chapman Av,4,h,875000,SP,Brad,7/10/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,24 Justin Av,4,h,820000,SP,Stockdale,7/10/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,1/44 Langton St,2,u,,PI,Barry,7/10/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,1/46 Langton St,3,u,,PI,Barry,7/10/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,3/55 Melbourne Av,3,t,557500,S,Stockdale,7/10/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,8 Rowan St,3,h,780000,SP,RW,7/10/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,298 Waterloo Rd,4,h,1200000,S,Barry,7/10/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Gowanbrae,147 Gowanbrae Dr,4,h,900000,VB,Nelson,7/10/2017,3043,Western Metropolitan,1071,12.9,Moreland City Council
Gowanbrae,1 Orchid Ct,4,h,980000,VB,Nelson,7/10/2017,3043,Western Metropolitan,1071,12.9,Moreland City Council
Greensborough,165 Elder St,3,h,717500,S,Buckingham,7/10/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,3/171 St Helena Rd,3,t,705000,PI,Buckingham,7/10/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greenvale,6 Murray Ct,4,h,1260000,S,YPA,7/10/2017,3059,Northern Metropolitan,4864,20.4,Hume City Council
Greenvale,33 Positano Gr,4,h,805000,S,Stockdale,7/10/2017,3059,Northern Metropolitan,4864,20.4,Hume City Council
Hadfield,22 Barbara St,3,h,788000,S,Barry,7/10/2017,3046,Northern Metropolitan,2606,11.2,Moreland City Council
Hadfield,6 Maria Ct,4,h,925000,S,Stockdale,7/10/2017,3046,Northern Metropolitan,2606,11.2,Moreland City Council
Hallam,64 Frawley Rd,3,h,645000,SP,O'Brien,7/10/2017,3803,South-Eastern Metropolitan,3728,32.3,Casey City Council
Hallam,95 Nettle Dr,3,h,612000,S,Harcourts,7/10/2017,3803,South-Eastern Metropolitan,3728,32.3,Casey City Council
Hampton,2/481 Bluff Rd,3,t,1100000,SP,Buxton,7/10/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton,12/39 Holyrood St,2,u,815250,S,Charlton,7/10/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton,19 Lawson St,3,t,1860000,S,Buxton,7/10/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hawthorn,9 Auburn Rd,4,h,3220000,SP,WHITEFOX,7/10/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,7/576 Glenferrie Rd,2,u,490000,S,Marshall,7/10/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,17/28 Wattle Rd,2,u,430000,PI,hockingstuart,7/10/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn East,8/72 Campbell Rd,1,u,390000,VB,Jellis,7/10/2017,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
Hawthorn East,8 Hallcroft Pl,2,h,1055000,S,Marshall,7/10/2017,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
Hawthorn East,212/8 Montrose St,2,u,,PI,Noel,7/10/2017,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
Hawthorn East,3/50 Victoria Rd,3,t,,VB,Marshall,7/10/2017,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
Heathmont,19 Myrtle Av,4,h,1030000,S,Philip,7/10/2017,3135,Eastern Metropolitan,3794,21.3,Maroondah City Council
Heidelberg,3 Ward Gr,3,h,1450000,PI,Miles,7/10/2017,3084,Eastern Metropolitan,2890,8.9,Banyule City Council
Heidelberg Heights,19 Collins St,2,h,760000,PI,Nelson,7/10/2017,3081,Eastern Metropolitan,2947,8.8,Banyule City Council
Heidelberg Heights,23 Swanston St,3,h,945000,S,Collings,7/10/2017,3081,Eastern Metropolitan,2947,8.8,Banyule City Council
Heidelberg West,8 Boyd Cr,3,h,,S,Jellis,7/10/2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
Heidelberg West,1 Calola St,3,h,1265000,S,William,7/10/2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
Heidelberg West,3/9 Exeter Ct,2,u,450000,S,Buckingham,7/10/2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
Heidelberg West,41 Morotai Pde,3,h,823000,S,Miles,7/10/2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
Heidelberg West,107 Southern Rd,3,h,593000,S,Nelson,7/10/2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
Heidelberg West,11 West Ct,3,h,,VB,Flannagan,7/10/2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
Hillside,1/102 Brindalee Wy,3,u,502000,S,Barry,7/10/2017,3037,Western Metropolitan,5556,18,Brimbank City Council
Hillside,5 Grandview Cr,4,h,727000,S,Barry,7/10/2017,3037,Western Metropolitan,5556,18,Brimbank City Council
Hillside,6 Penlow Ct,4,h,707500,S,O'Brien,7/10/2017,3037,Western Metropolitan,5556,18,Brimbank City Council
Hoppers Crossing,8 Doynton Pde,4,h,750000,S,hockingstuart,7/10/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hoppers Crossing,51 Guinane Av,3,h,581000,S,hockingstuart,7/10/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hoppers Crossing,16 McMurray Cr,3,h,575000,SP,Reliance,7/10/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hoppers Crossing,1/260 Morris Rd,2,u,372000,S,Burnham,7/10/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hoppers Crossing,13 Rottnest Ct,3,h,540500,S,Ray,7/10/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hughesdale,5/1 Barkly St,2,h,675000,S,Purplebricks,7/10/2017,3166,Southern Metropolitan,3145,12.3,Monash City Council
Huntingdale,1 Greville St,3,h,1100000,SP,Ray,7/10/2017,3166,Southern Metropolitan,768,12.3,Monash City Council
Ivanhoe,52 Ivanhoe Pde,3,h,,SP,Miles,7/10/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Kealba,3 Calverton Rd,3,h,650000,S,Prof.,7/10/2017,3021,Western Metropolitan,1202,14,Brimbank City Council
Keilor Downs,3 Belmont Av,4,h,680000,PI,Barry,7/10/2017,3038,Western Metropolitan,3656,15.5,Brimbank City Council
Keilor Downs,10 Fiat Ct,4,h,750000,PI,Brad,7/10/2017,3038,Western Metropolitan,3656,15.5,Brimbank City Council
Keilor East,15 Border Dr,4,h,790000,VB,Nelson,7/10/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,8 Borva Dr,3,h,640000,SP,Nelson,7/10/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,4 Cain Ct,4,h,1150000,VB,Barry,7/10/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,2 Mues St,5,h,1022000,SP,Moonee,7/10/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,23 Olivine Rd,3,h,1450000,VB,Jellis,7/10/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,25 Regent St,5,h,800000,S,Nelson,7/10/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor Park,95 Eliza St,3,h,752000,S,Stockdale,7/10/2017,3042,Western Metropolitan,1119,10.4,Brimbank City Council
Kensington,79 McCracken St,2,h,881000,S,Rendina,7/10/2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kew,62 Tennyson St,3,h,1909000,S,Nelson,7/10/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Keysborough,8 Cromwell Ct,4,h,800000,S,Barry,7/10/2017,3173,South-Eastern Metropolitan,8459,25.2,Greater Dandenong City Council
Keysborough,1 Fenton Ct,3,h,775000,S,Barry,7/10/2017,3173,South-Eastern Metropolitan,8459,25.2,Greater Dandenong City Council
Keysborough,9 Hedgeley Rd,3,h,,PI,Barry,7/10/2017,3173,South-Eastern Metropolitan,8459,25.2,Greater Dandenong City Council
Kilsyth,13 Arnold St,3,h,701500,S,Jellis,7/10/2017,3137,Eastern Metropolitan,4654,26,Maroondah City Council
Kilsyth,46 Churchill Wy,3,h,657000,S,Fletchers,7/10/2017,3137,Eastern Metropolitan,4654,26,Maroondah City Council
Kings Park,3 Baron Ct,4,h,,PN,YPA,7/10/2017,3021,Western Metropolitan,2878,14,Brimbank City Council
Kings Park,14 Mavis Cr,3,h,667000,S,YPA,7/10/2017,3021,Western Metropolitan,2878,14,Brimbank City Council
Kingsbury,57 The Fairway,3,h,945000,S,Barry,7/10/2017,3083,Northern Metropolitan,1414,12.1,Darebin City Council
Kingsville,69 Chirnside St,3,h,1160000,SP,Jas,7/10/2017,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council
Knoxfield,64 Allister Av,3,h,795000,SP,Harcourts,7/10/2017,3180,Eastern Metropolitan,2949,23.3,Knox City Council
Knoxfield,22 Blossom Gr,3,h,,PI,Barry,7/10/2017,3180,Eastern Metropolitan,2949,23.3,Knox City Council
Knoxfield,12/33 Elliot St,3,u,,PI,Philip,7/10/2017,3180,Eastern Metropolitan,2949,23.3,Knox City Council
Lalor,18 Bluff St,4,h,755000,PI,Love,7/10/2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
Lalor,180 Casey Dr,3,h,565000,S,Barry,7/10/2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
Lalor,13 Curtin Av,3,h,779000,S,Raine,7/10/2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
Lalor,6/1 Rochdale Sq,2,u,350000,S,Love,7/10/2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
Langwarrin,13/64 Potts Rd,2,u,337000,SP,Aquire,7/10/2017,3910,Eastern Victoria,8743,41,Frankston City Council
Langwarrin,14 Villosa Cl,4,h,672000,SP,HAR,7/10/2017,3910,Eastern Victoria,8743,41,Frankston City Council
Laverton,14 Creswick St,3,h,557500,S,S&L,7/10/2017,3028,Western Metropolitan,2004,15.5,Hobsons Bay City Council
Lilydale,1/17 Koombooloomba Ct,3,h,655000,S,McGrath,7/10/2017,3140,Eastern Victoria,6732,29.9,Yarra Ranges Shire Council
Lower Plenty,14/141 Main Rd,2,h,,SP,Emerson,7/10/2017,3093,Eastern Metropolitan,1624,14.6,Banyule City Council
Lower Plenty,68 Rosehill Rd,5,h,2287500,S,Morrison,7/10/2017,3093,Eastern Metropolitan,1624,14.6,Banyule City Council
MacLeod,31a Carwarp St,2,u,717000,S,Darren,7/10/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
MacLeod,15 Elvin St,4,h,770000,S,Miles,7/10/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
MacLeod,37 Grieve St,3,h,1300000,S,Darren,7/10/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
MacLeod,4 Joynt St,3,h,770000,S,Flannagan,7/10/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
MacLeod,17 Sugarloaf Dr,4,h,,PI,Ray,7/10/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
MacLeod,83 Torbay St,3,h,,VB,Ray,7/10/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
Maidstone,1/8 Bernard St,3,t,771000,S,Biggin,7/10/2017,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Maidstone,1/79 Mitchell St,3,t,830000,VB,Rendina,7/10/2017,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Maidstone,11 Wattle Rd,3,h,902000,SP,RW,7/10/2017,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Malvern,2 Alice St,3,h,,S,Marshall,7/10/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern,4/236 Wattletree Rd,1,u,525000,S,Jellis,7/10/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern East,84 Argyll St,3,h,,S,Buxton,7/10/2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
Malvern East,2A Boardman St,2,h,,SP,Jellis,7/10/2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
Maribyrnong,13 Lakeside Cr,4,h,,PI,FN,7/10/2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
Maribyrnong,9/47 Middle Rd,2,u,385000,S,Nelson,7/10/2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
McKinnon,3/22 Station Av,2,t,711000,SP,C21,7/10/2017,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council
McKinnon,8A Wattle Gr,6,h,2010000,PI,Ray,7/10/2017,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council
Meadow Heights,10 Binnak Ct,3,h,525000,S,YPA,7/10/2017,3048,Northern Metropolitan,4704,17.4,Hume City Council
Meadow Heights,14 Humevale Ct,3,h,485500,S,YPA,7/10/2017,3048,Northern Metropolitan,4704,17.4,Hume City Council
Melbourne,206/325 Collins St,2,u,465000,PI,Dingle,7/10/2017,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melbourne,101/598 St Kilda Rd,3,u,790000,S,Buxton,7/10/2017,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melton,81 Centenary Av,4,h,395000,SP,PRDNationwide,7/10/2017,3337,Western Victoria,3600,31.7,Melton City Council
Melton South,4 Leggatt St,4,h,407000,S,Ryder,7/10/2017,3338,Western Victoria,4718,29.8,Melton City Council
Melton South,7 Wills Rd,3,h,455000,SP,hockingstuart,7/10/2017,3338,Western Victoria,4718,29.8,Melton City Council
Melton West,34 Fairhaven Bvd,3,h,425000,S,Raine,7/10/2017,3337,Northern Victoria,6065,31.7,Melton City Council
Melton West,6 Linlithgow Wy,4,h,440000,SP,PRDNationwide,7/10/2017,3337,Northern Victoria,6065,31.7,Melton City Council
Melton West,21 Trethowan Av,3,h,469500,S,hockingstuart,7/10/2017,3337,Northern Victoria,6065,31.7,Melton City Council
Mentone,7/214 Balcombe Rd,3,t,950000,S,Buxton,7/10/2017,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,2 Daly Ct,5,h,1150000,VB,Barry,7/10/2017,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,3/35 Johnston St,2,u,610000,PI,Ray,7/10/2017,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,6/22 Latrobe St,2,u,577250,S,Hodges,7/10/2017,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,10/56 Milan St,1,u,275000,S,Hodges,7/10/2017,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,154 Oak Av,3,t,,SN,Charlton,7/10/2017,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mernda,3 Goulburn St,4,h,810000,S,Ray,7/10/2017,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Mernda,23 Mea Cct,4,h,550500,S,Ray,7/10/2017,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Mernda,9 Plantation Av,4,h,535000,SP,RW,7/10/2017,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Mernda,27 Sunnybrae Dr,4,h,641000,S,HAR,7/10/2017,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Mill Park,2/35 Azalea Av,2,h,503000,S,Ray,7/10/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mill Park,411 Childs Rd,3,h,668000,SP,The,7/10/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mill Park,7 Fowler Ct,4,h,666000,S,Ray,7/10/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mitcham,10 Delhi St,3,t,850000,VB,Jellis,7/10/2017,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council
Mont Albert,2/389 Mont Albert Rd,2,u,,S,Nelson,7/10/2017,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council
Montmorency,67 Kelvin Av,3,h,1100000,VB,Darren,7/10/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Montmorency,48 Para Rd,5,h,850000,S,Barry,7/10/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Moonee Ponds,148 Athol St,2,h,965000,S,Nelson,7/10/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,7 Athol St,4,h,2220000,S,Nelson,7/10/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,74 Margaret St,3,t,,PI,Ray,7/10/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,8 McNae St,2,h,,SP,Woodards,7/10/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,1/182 Pascoe Vale Rd,2,t,730000,S,Frank,7/10/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,43 Thomas St,3,h,1365000,PI,McDonald,7/10/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,104A Waverley St,3,t,1210000,S,Jellis,7/10/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moorabbin,3A Franklin St,3,h,,PI,Hodges,7/10/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Mooroolbark,15 Autumn Gr,4,h,,SP,Noel,7/10/2017,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
Mordialloc,1/69 Albert St,2,u,790500,S,Buxton,7/10/2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
Mordialloc,12 Powlett St,3,h,1350000,S,Barry,7/10/2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
Mount Evelyn,84 Bailey Rd,4,h,655000,S,Prof.,7/10/2017,3796,Eastern Victoria,3532,31.6,Yarra Ranges Shire Council
Mount Waverley,5 Eagle Ct,4,h,,PI,Buxton,7/10/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,41 Hillview Av,3,h,1400000,SP,McGrath,7/10/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,126 Huntingdale Rd,3,h,,PN,RT,7/10/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,5 Josephine Av,3,h,1300000,PI,Harcourts,7/10/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,1/81 Larch Cr,3,t,,SN,Biggin,7/10/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,2/81 Larch Cr,3,u,,SN,Biggin,7/10/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,2/168 Lawrence Rd,2,t,786000,S,McGrath,7/10/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,5 Nigretta Ct,4,h,,SN,Ray,7/10/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,46 Outlook Rd,3,h,1360000,SP,Jellis,7/10/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,11 Rosaline Av,3,h,1470000,S,Buxton,7/10/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,1/7 Vasey Av,4,t,,PI,Ray,7/10/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mulgrave,48 Carson St,4,h,1111000,S,Ray,7/10/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,5 Kinkora Ct,3,t,,PI,Ray,7/10/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Narre Warren,119 Kendall Dr,3,h,652500,S,Barry,7/10/2017,3805,South-Eastern Metropolitan,9376,34.1,Casey City Council
Newport,104 Champion Rd,2,h,736500,SP,Williams,7/10/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,72 Graham St,3,h,1040000,SP,Williams,7/10/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,7 Melrose St,3,h,980000,PI,Sweeney,7/10/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,7 Mirls St,5,h,1570000,PI,Williams,7/10/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,102 North Rd,8,h,1405000,S,Greg,7/10/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,58 Peel St,3,h,1300000,S,Williams,7/10/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,25 Wilkins St,3,h,,SP,Greg,7/10/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,80 William St,3,h,1378000,S,Williams,7/10/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Niddrie,20 Ross St,3,h,861000,SP,Barry,7/10/2017,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Niddrie,36 Shaw St,2,h,1410000,PI,Barry,7/10/2017,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Niddrie,1/48 Teague St,3,u,740000,S,Brad,7/10/2017,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Noble Park,8 Briggs Cr,3,h,1030000,S,Barry,7/10/2017,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
Noble Park,1 Kenneth St,4,h,715000,SP,Purplebricks,7/10/2017,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
Noble Park,3/7 Stella Av,4,u,,PI,C21,7/10/2017,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
North Melbourne,486 Abbotsford St,4,h,,PI,Alexkarbon,7/10/2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,11/51 Brougham St,2,u,570000,SP,JMRE,7/10/2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,2/85 Leveson St,2,u,610000,PI,Jellis,7/10/2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,209/64 MacAulay Rd,2,u,468000,SP,Pagan,7/10/2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,308/25 Oxford St,2,u,657000,SP,hockingstuart,7/10/2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,326/350 Victoria St,1,u,518000,S,Woodards,7/10/2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
Northcote,22 Gladstone Av,2,h,1135000,S,Nelson,7/10/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,112/405 High St,2,u,585000,SP,Ray,7/10/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,14 Sharp St,4,h,,SN,McGrath,7/10/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,24 Union St,2,h,1100000,VB,Nelson,7/10/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,77 Westgarth St,3,h,1266000,S,Jellis,7/10/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Notting Hill,12 Rosings Ct,4,h,1210000,SP,Harcourts,7/10/2017,3168,Southern Metropolitan,902,16.7,Monash City Council
Nunawading,3 Busana Wy,3,h,1055000,S,Stockdale,7/10/2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Nunawading,3 Gladys St,3,h,1056000,S,Fletchers,7/10/2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Oak Park,30 Plumpton Av,3,h,1091000,S,Stockdale,7/10/2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oak Park,5/154 Waterloo Rd,3,t,580000,VB,Brad,7/10/2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oakleigh,1/2 Albert Av,2,h,585000,S,Woodards,7/10/2017,3166,Southern Metropolitan,3224,12.3,Monash City Council
Oakleigh,8 Mill Rd,2,h,,PI,Branon,7/10/2017,3166,Southern Metropolitan,3224,12.3,Monash City Council
Oakleigh East,1/18 Calista Av,3,u,876500,S,Buxton,7/10/2017,3166,Southern Metropolitan,2547,12.3,Monash City Council
Oakleigh East,7 Kendall Ct,3,h,,S,Woodards,7/10/2017,3166,Southern Metropolitan,2547,12.3,Monash City Council
Oakleigh South,38A Cleek Av,4,t,1000000,PI,Buxton,7/10/2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Oakleigh South,338 Huntingdale Rd,4,h,1000000,PI,Woodards,7/10/2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Oakleigh South,596 Warrigal Rd,4,h,813500,S,Buxton,7/10/2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Officer,22 Station St,3,h,,SP,Grant's,7/10/2017,3809,Eastern Victoria,2768,43.3,Cardinia Shire Council
Parkdale,13 Ellen St,3,h,987000,S,Buxton,7/10/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,3/13 Ivy St,2,u,700000,SP,Buxton,7/10/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,17 Queen St,3,h,1365000,S,Buxton,7/10/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Pascoe Vale,16 Dale Av,3,h,818000,S,Purplebricks,7/10/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,102 Essex St,3,h,,S,Nelson,7/10/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,3/16 Pascoe St,2,t,,VB,Nelson,7/10/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,21/12 Surrey St,2,u,320000,PI,YPA,7/10/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,1/31 Surrey St,4,h,800000,S,Barry,7/10/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,4/7 Sylvan Gr,2,h,530000,S,Nelson,7/10/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Plumpton,1 McKillop Wy,3,h,440000,S,Purplebricks,7/10/2017,3335,Western Metropolitan,1490,23.8,Melton City Council
Point Cook,2/17 Catania Av,3,h,435000,S,McGrath,7/10/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,46 Dingo St,3,h,500500,S,LJ,7/10/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,198 Saltwater Prm,4,h,,PN,Point,7/10/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,288 Saltwater Prm,4,h,,PN,Point,7/10/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,4 Teeside Ct,4,h,1060000,SP,hockingstuart,7/10/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
